instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,month_idn,weth_idn
10563,2012-03-21,2,1,3,5.0,0,3,1,2,0.5,0.4848,0.88,0.1343,4,35,39,Mar,Cerah Berawan
10564,2012-03-21,2,1,3,6.0,0,3,1,2,0.48,0.4697,0.94,0.2239,10,139,149,Mar,Cerah Berawan
10565,2012-03-21,2,1,3,7.0,0,3,1,3,0.48,0.4697,0.94,0.194,34,338,372,Mar,Mendung
10566,2012-03-21,2,1,3,8.0,0,3,1,3,0.48,0.4697,0.94,0.1045,33,502,535,Mar,Mendung
10567,2012-03-21,2,1,3,9.0,0,3,1,2,0.5,0.4848,0.88,0.1642,38,255,293,Mar,Cerah Berawan
10568,2012-03-21,2,1,3,10.0,0,3,1,2,0.52,0.5,0.83,0.1642,30,124,154,Mar,Cerah Berawan
10569,2012-03-21,2,1,3,11.0,0,3,1,2,0.52,0.5,0.83,0.1642,38,154,192,Mar,Cerah Berawan
10570,2012-03-21,2,1,3,12.0,0,3,1,2,0.54,0.5152,0.77,0.0,58,171,229,Mar,Cerah Berawan
10571,2012-03-21,2,1,3,13.0,0,3,1,2,0.54,0.5152,0.83,0.0,81,222,303,Mar,Cerah Berawan
10572,2012-03-21,2,1,3,14.0,0,3,1,2,0.56,0.5303,0.78,0.0,74,151,225,Mar,Cerah Berawan
10573,2012-03-21,2,1,3,15.0,0,3,1,2,0.56,0.5303,0.78,0.0,68,175,243,Mar,Cerah Berawan
10574,2012-03-21,2,1,3,16.0,0,3,1,1,0.58,0.5455,0.73,0.0,91,287,378,Mar,Cerah
10575,2012-03-21,2,1,3,17.0,0,3,1,1,0.6,0.5909,0.69,0.0896,113,616,729,Mar,Cerah
10576,2012-03-21,2,1,3,18.0,0,3,1,1,0.6,0.5909,0.69,0.0,152,627,779,Mar,Cerah
10577,2012-03-21,2,1,3,19.0,0,3,1,1,0.6,0.6061,0.64,0.0,86,496,582,Mar,Cerah
10578,2012-03-21,2,1,3,20.0,0,3,1,1,0.56,0.5303,0.78,0.0896,76,298,374,Mar,Cerah
10579,2012-03-21,2,1,3,21.0,0,3,1,1,0.54,0.5152,0.83,0.1045,47,204,251,Mar,Cerah
10580,2012-03-21,2,1,3,22.0,0,3,1,1,0.52,0.5,0.83,0.1642,41,156,197,Mar,Cerah
10581,2012-03-21,2,1,3,23.0,0,3,1,1,0.54,0.5152,0.77,0.0,37,88,125,Mar,Cerah
10582,2012-03-22,2,1,3,0.0,0,4,1,1,0.52,0.5,0.83,0.0896,9,32,41,Mar,Cerah
10583,2012-03-22,2,1,3,1.0,0,4,1,1,0.52,0.5,0.83,0.0896,14,16,30,Mar,Cerah
10584,2012-03-22,2,1,3,2.0,0,4,1,1,0.52,0.5,0.83,0.0896,1,5,6,Mar,Cerah
10585,2012-03-22,2,1,3,3.0,0,4,1,1,0.52,0.5,0.83,0.0896,0,7,7,Mar,Cerah
10586,2012-03-22,2,1,3,4.0,0,4,1,2,0.48,0.4697,1.0,0.0896,0,6,6,Mar,Cerah Berawan
10587,2012-03-22,2,1,3,5.0,0,4,1,2,0.48,0.4697,1.0,0.0896,2,32,34,Mar,Cerah Berawan
10588,2012-03-22,2,1,3,6.0,0,4,1,2,0.48,0.4697,1.0,0.0896,10,126,136,Mar,Cerah Berawan
10589,2012-03-22,2,1,3,7.0,0,4,1,2,0.48,0.4697,1.0,0.0896,29,332,361,Mar,Cerah Berawan
10590,2012-03-22,2,1,3,8.0,0,4,1,2,0.5,0.4848,0.94,0.0896,51,598,649,Mar,Cerah Berawan
10591,2012-03-22,2,1,3,9.0,0,4,1,2,0.5,0.4848,0.94,0.0896,41,277,318,Mar,Cerah Berawan
10592,2012-03-22,2,1,3,10.0,0,4,1,2,0.5,0.4848,1.0,0.0896,32,110,142,Mar,Cerah Berawan
10593,2012-03-22,2,1,3,11.0,0,4,1,2,0.52,0.5,0.94,0.0,53,166,219,Mar,Cerah Berawan
10594,2012-03-22,2,1,3,12.0,0,4,1,2,0.54,0.5152,0.88,0.194,48,224,272,Mar,Cerah Berawan
10595,2012-03-22,2,1,3,13.0,0,4,1,1,0.58,0.5455,0.78,0.0896,83,215,298,Mar,Cerah
10596,2012-03-22,2,1,3,14.0,0,4,1,1,0.6,0.5909,0.73,0.1045,96,161,257,Mar,Cerah
10597,2012-03-22,2,1,3,15.0,0,4,1,1,0.62,0.6061,0.69,0.194,102,202,304,Mar,Cerah
10598,2012-03-22,2,1,3,16.0,0,4,1,1,0.64,0.6061,0.65,0.194,125,300,425,Mar,Cerah
10599,2012-03-22,2,1,3,17.0,0,4,1,1,0.66,0.6212,0.65,0.1642,154,656,810,Mar,Cerah
10600,2012-03-22,2,1,3,18.0,0,4,1,1,0.66,0.6212,0.65,0.1642,147,654,801,Mar,Cerah
10601,2012-03-22,2,1,3,19.0,0,4,1,1,0.66,0.6212,0.61,0.0,117,469,586,Mar,Cerah
10602,2012-03-22,2,1,3,20.0,0,4,1,1,0.62,0.5909,0.73,0.2836,64,360,424,Mar,Cerah
10603,2012-03-22,2,1,3,21.0,0,4,1,1,0.58,0.5455,0.78,0.1642,66,308,374,Mar,Cerah
10604,2012-03-22,2,1,3,22.0,0,4,1,1,0.56,0.5303,0.83,0.194,56,164,220,Mar,Cerah
10605,2012-03-22,2,1,3,23.0,0,4,1,1,0.56,0.5303,0.83,0.0896,34,117,151,Mar,Cerah
10606,2012-03-23,2,1,3,0.0,0,5,1,1,0.56,0.5303,0.83,0.0,30,65,95,Mar,Cerah
10607,2012-03-23,2,1,3,1.0,0,5,1,1,0.54,0.5152,0.88,0.0,18,32,50,Mar,Cerah
10608,2012-03-23,2,1,3,2.0,0,5,1,1,0.54,0.5152,0.88,0.0896,12,20,32,Mar,Cerah
10609,2012-03-23,2,1,3,3.0,0,5,1,1,0.52,0.5,0.88,0.1045,4,6,10,Mar,Cerah
10610,2012-03-23,2,1,3,4.0,0,5,1,2,0.5,0.4848,0.94,0.1045,0,3,3,Mar,Cerah Berawan
10611,2012-03-23,2,1,3,5.0,0,5,1,2,0.5,0.4848,0.94,0.0,5,29,34,Mar,Cerah Berawan
10612,2012-03-23,2,1,3,6.0,0,5,1,2,0.5,0.4848,0.88,0.0,6,110,116,Mar,Cerah Berawan
10613,2012-03-23,2,1,3,7.0,0,5,1,2,0.5,0.4848,0.93,0.1343,28,318,346,Mar,Cerah Berawan
10614,2012-03-23,2,1,3,8.0,0,5,1,2,0.5,0.4848,0.94,0.1343,47,615,662,Mar,Cerah Berawan
10615,2012-03-23,2,1,3,9.0,0,5,1,2,0.52,0.5,0.9,0.0896,75,305,380,Mar,Cerah Berawan
10616,2012-03-23,2,1,3,10.0,0,5,1,2,0.56,0.5303,0.88,0.1045,125,150,275,Mar,Cerah Berawan
10617,2012-03-23,2,1,3,11.0,0,5,1,2,0.62,0.5909,0.73,0.1045,131,187,318,Mar,Cerah Berawan
10618,2012-03-23,2,1,3,12.0,0,5,1,2,0.66,0.6212,0.61,0.2239,199,272,471,Mar,Cerah Berawan
10619,2012-03-23,2,1,3,13.0,0,5,1,2,0.7,0.6515,0.48,0.0,172,256,428,Mar,Cerah Berawan
10620,2012-03-23,2,1,3,14.0,0,5,1,2,0.72,0.6515,0.42,0.1045,208,224,432,Mar,Cerah Berawan
10621,2012-03-23,2,1,3,15.0,0,5,1,2,0.72,0.6515,0.42,0.1343,191,281,472,Mar,Cerah Berawan
10622,2012-03-23,2,1,3,16.0,0,5,1,2,0.72,0.6515,0.42,0.1642,219,370,589,Mar,Cerah Berawan
10623,2012-03-23,2,1,3,17.0,0,5,1,2,0.72,0.6515,0.42,0.1642,264,693,957,Mar,Cerah Berawan
10624,2012-03-23,2,1,3,18.0,0,5,1,1,0.7,0.6364,0.45,0.1642,237,593,830,Mar,Cerah
10625,2012-03-23,2,1,3,19.0,0,5,1,1,0.66,0.6212,0.5,0.194,213,473,686,Mar,Cerah
10626,2012-03-23,2,1,3,20.0,0,5,1,1,0.66,0.6212,0.47,0.1343,117,328,445,Mar,Cerah
10627,2012-03-23,2,1,3,21.0,0,5,1,1,0.62,0.6212,0.53,0.1045,64,220,284,Mar,Cerah
10628,2012-03-23,2,1,3,22.0,0,5,1,1,0.6,0.6061,0.64,0.2836,53,218,271,Mar,Cerah
10629,2012-03-23,2,1,3,23.0,0,5,1,1,0.6,0.5909,0.69,0.2537,51,125,176,Mar,Cerah
10630,2012-03-24,2,1,3,0.0,0,6,0,1,0.58,0.5455,0.68,0.0,45,111,156,Mar,Cerah
10631,2012-03-24,2,1,3,1.0,0,6,0,1,0.56,0.5303,0.73,0.0896,20,108,128,Mar,Cerah
10632,2012-03-24,2,1,3,2.0,0,6,0,1,0.54,0.5152,0.77,0.1045,14,55,69,Mar,Cerah
10633,2012-03-24,2,1,3,3.0,0,6,0,1,0.54,0.5152,0.77,0.1045,10,22,32,Mar,Cerah
10634,2012-03-24,2,1,3,4.0,0,6,0,1,0.52,0.5,0.83,0.0896,1,6,7,Mar,Cerah
10635,2012-03-24,2,1,3,5.0,0,6,0,2,0.52,0.5,0.83,0.1642,0,4,4,Mar,Cerah Berawan
10636,2012-03-24,2,1,3,6.0,0,6,0,2,0.52,0.5,0.83,0.1642,4,24,28,Mar,Cerah Berawan
10637,2012-03-24,2,1,3,7.0,0,6,0,2,0.5,0.4848,0.88,0.1343,25,45,70,Mar,Cerah Berawan
10638,2012-03-24,2,1,3,8.0,0,6,0,2,0.5,0.4848,0.94,0.194,41,113,154,Mar,Cerah Berawan
10639,2012-03-24,2,1,3,9.0,0,6,0,2,0.52,0.5,0.83,0.1343,96,153,249,Mar,Cerah Berawan
10640,2012-03-24,2,1,3,10.0,0,6,0,2,0.52,0.5,0.88,0.194,148,197,345,Mar,Cerah Berawan
10641,2012-03-24,2,1,3,11.0,0,6,0,2,0.5,0.4848,0.94,0.194,98,175,273,Mar,Cerah Berawan
10642,2012-03-24,2,1,3,12.0,0,6,0,3,0.52,0.5,0.94,0.2239,61,122,183,Mar,Mendung
10643,2012-03-24,2,1,3,13.0,0,6,0,3,0.52,0.5,0.94,0.2537,62,134,196,Mar,Mendung
10644,2012-03-24,2,1,3,14.0,0,6,0,3,0.52,0.5,0.88,0.3582,63,160,223,Mar,Mendung
10645,2012-03-24,2,1,3,15.0,0,6,0,3,0.5,0.4848,0.94,0.4179,118,172,290,Mar,Mendung
10646,2012-03-24,2,1,3,16.0,0,6,0,3,0.5,0.4848,0.94,0.2985,49,128,177,Mar,Mendung
10647,2012-03-24,2,1,3,17.0,0,6,0,3,0.5,0.4848,0.88,0.2239,47,68,115,Mar,Mendung
10648,2012-03-24,2,1,3,18.0,0,6,0,3,0.46,0.4545,0.94,0.2239,27,110,137,Mar,Mendung
10649,2012-03-24,2,1,3,19.0,0,6,0,3,0.46,0.4545,0.94,0.1343,28,105,133,Mar,Mendung
10650,2012-03-24,2,1,3,20.0,0,6,0,3,0.44,0.4394,1.0,0.194,31,80,111,Mar,Mendung
10651,2012-03-24,2,1,3,21.0,0,6,0,3,0.44,0.4394,1.0,0.194,16,88,104,Mar,Mendung
10652,2012-03-24,2,1,3,22.0,0,6,0,3,0.44,0.4394,1.0,0.2537,12,71,83,Mar,Mendung
10653,2012-03-24,2,1,3,23.0,0,6,0,2,0.44,0.4394,0.94,0.2836,17,88,105,Mar,Cerah Berawan
10654,2012-03-25,2,1,3,0.0,0,0,0,2,0.44,0.4394,0.94,0.2836,18,62,80,Mar,Cerah Berawan
10655,2012-03-25,2,1,3,1.0,0,0,0,2,0.42,0.4242,1.0,0.2537,24,65,89,Mar,Cerah Berawan
10656,2012-03-25,2,1,3,2.0,0,0,0,3,0.42,0.4242,1.0,0.2985,6,29,35,Mar,Mendung
10657,2012-03-25,2,1,3,3.0,0,0,0,3,0.42,0.4242,0.94,0.2985,8,10,18,Mar,Mendung
10658,2012-03-25,2,1,3,4.0,0,0,0,2,0.42,0.4242,0.94,0.3284,1,7,8,Mar,Cerah Berawan
10659,2012-03-25,2,1,3,5.0,0,0,0,2,0.4,0.4091,1.0,0.2537,0,6,6,Mar,Cerah Berawan
10660,2012-03-25,2,1,3,6.0,0,0,0,2,0.4,0.4091,1.0,0.2537,5,13,18,Mar,Cerah Berawan
10661,2012-03-25,2,1,3,7.0,0,0,0,2,0.4,0.4091,0.94,0.3284,14,25,39,Mar,Cerah Berawan
10662,2012-03-25,2,1,3,8.0,0,0,0,2,0.4,0.4091,0.94,0.3284,21,68,89,Mar,Cerah Berawan
10663,2012-03-25,2,1,3,9.0,0,0,0,2,0.4,0.4091,0.94,0.2537,26,92,118,Mar,Cerah Berawan
10664,2012-03-25,2,1,3,10.0,0,0,0,2,0.4,0.4091,0.87,0.3284,78,172,250,Mar,Cerah Berawan
10665,2012-03-25,2,1,3,11.0,0,0,0,2,0.4,0.4091,0.94,0.2537,106,217,323,Mar,Cerah Berawan
10666,2012-03-25,2,1,3,12.0,0,0,0,2,0.4,0.4091,0.94,0.2239,122,238,360,Mar,Cerah Berawan
10667,2012-03-25,2,1,3,13.0,0,0,0,2,0.42,0.4242,0.88,0.1642,110,257,367,Mar,Cerah Berawan
10668,2012-03-25,2,1,3,14.0,0,0,0,2,0.44,0.4394,0.88,0.1642,123,291,414,Mar,Cerah Berawan
10669,2012-03-25,2,1,3,15.0,0,0,0,2,0.44,0.4394,0.88,0.194,139,282,421,Mar,Cerah Berawan
10670,2012-03-25,2,1,3,16.0,0,0,0,1,0.48,0.4697,0.77,0.0,153,339,492,Mar,Cerah
10671,2012-03-25,2,1,3,17.0,0,0,0,1,0.5,0.4848,0.72,0.0896,146,273,419,Mar,Cerah
10672,2012-03-25,2,1,3,18.0,0,0,0,1,0.5,0.4848,0.72,0.0896,202,289,491,Mar,Cerah
10673,2012-03-25,2,1,3,19.0,0,0,0,1,0.5,0.4848,0.72,0.2537,114,261,375,Mar,Cerah
10674,2012-03-25,2,1,3,20.0,0,0,0,1,0.48,0.4697,0.77,0.2239,63,196,259,Mar,Cerah
10675,2012-03-25,2,1,3,21.0,0,0,0,1,0.48,0.4697,0.77,0.1642,25,124,149,Mar,Cerah
10676,2012-03-25,2,1,3,22.0,0,0,0,1,0.46,0.4545,0.82,0.1343,19,92,111,Mar,Cerah
10677,2012-03-25,2,1,3,23.0,0,0,0,1,0.48,0.4697,0.82,0.1343,9,56,65,Mar,Cerah
10678,2012-03-26,2,1,3,0.0,0,1,1,2,0.48,0.4697,0.82,0.1642,10,23,33,Mar,Cerah Berawan
10679,2012-03-26,2,1,3,1.0,0,1,1,1,0.48,0.4697,0.82,0.2537,18,10,28,Mar,Cerah
10680,2012-03-26,2,1,3,2.0,0,1,1,1,0.46,0.4545,0.88,0.2239,14,6,20,Mar,Cerah
10681,2012-03-26,2,1,3,3.0,0,1,1,1,0.46,0.4545,0.82,0.194,0,1,1,Mar,Cerah
10682,2012-03-26,2,1,3,4.0,0,1,1,1,0.44,0.4394,0.82,0.1642,0,4,4,Mar,Cerah
10683,2012-03-26,2,1,3,5.0,0,1,1,1,0.44,0.4394,0.77,0.1642,0,36,36,Mar,Cerah
10684,2012-03-26,2,1,3,6.0,0,1,1,1,0.42,0.4242,0.82,0.194,7,110,117,Mar,Cerah
10685,2012-03-26,2,1,3,7.0,0,1,1,1,0.44,0.4394,0.72,0.194,15,355,370,Mar,Cerah
10686,2012-03-26,2,1,3,8.0,0,1,1,1,0.44,0.4394,0.62,0.2239,32,625,657,Mar,Cerah
10687,2012-03-26,2,1,3,9.0,0,1,1,1,0.46,0.4545,0.47,0.2836,37,245,282,Mar,Cerah
10688,2012-03-26,2,1,3,10.0,0,1,1,1,0.5,0.4848,0.36,0.5821,55,98,153,Mar,Cerah
10689,2012-03-26,2,1,3,11.0,0,1,1,1,0.48,0.4697,0.31,0.5821,47,131,178,Mar,Cerah
10690,2012-03-26,2,1,3,12.0,0,1,1,1,0.48,0.4697,0.33,0.5224,63,216,279,Mar,Cerah
10691,2012-03-26,2,1,3,13.0,0,1,1,1,0.48,0.4697,0.29,0.6866,79,222,301,Mar,Cerah
10692,2012-03-26,2,1,3,14.0,0,1,1,1,0.48,0.4697,0.33,0.4478,58,159,217,Mar,Cerah
10693,2012-03-26,2,1,3,15.0,0,1,1,1,0.48,0.4697,0.29,0.6119,66,157,223,Mar,Cerah
10694,2012-03-26,2,1,3,16.0,0,1,1,1,0.48,0.4697,0.25,0.6418,60,245,305,Mar,Cerah
10695,2012-03-26,2,1,3,17.0,0,1,1,1,0.46,0.4545,0.24,0.4478,65,599,664,Mar,Cerah
10696,2012-03-26,2,1,3,18.0,0,1,1,1,0.44,0.4394,0.26,0.4478,90,594,684,Mar,Cerah
10697,2012-03-26,2,1,3,19.0,0,1,1,1,0.42,0.4242,0.24,0.3582,41,417,458,Mar,Cerah
10698,2012-03-26,2,1,3,20.0,0,1,1,1,0.4,0.4091,0.26,0.5224,12,209,221,Mar,Cerah
10699,2012-03-26,2,1,3,21.0,0,1,1,1,0.38,0.3939,0.25,0.4925,11,175,186,Mar,Cerah
10700,2012-03-26,2,1,3,22.0,0,1,1,1,0.36,0.3333,0.25,0.3582,13,80,93,Mar,Cerah
10701,2012-03-26,2,1,3,23.0,0,1,1,1,0.34,0.2879,0.25,0.5224,2,46,48,Mar,Cerah
10702,2012-03-27,2,1,3,0.0,0,2,1,1,0.32,0.2879,0.26,0.5224,1,9,10,Mar,Cerah
10703,2012-03-27,2,1,3,1.0,0,2,1,1,0.3,0.2727,0.26,0.4627,1,4,5,Mar,Cerah
10704,2012-03-27,2,1,3,2.0,0,2,1,1,0.26,0.2273,0.3,0.2985,1,6,7,Mar,Cerah
10705,2012-03-27,2,1,3,3.0,0,2,1,1,0.26,0.2273,0.3,0.3284,0,4,4,Mar,Cerah
10706,2012-03-27,2,1,3,4.0,0,2,1,1,0.24,0.2121,0.32,0.3582,0,3,3,Mar,Cerah
10707,2012-03-27,2,1,3,5.0,0,2,1,1,0.22,0.2121,0.37,0.2836,1,16,17,Mar,Cerah
10708,2012-03-27,2,1,3,6.0,0,2,1,1,0.22,0.2273,0.37,0.194,5,96,101,Mar,Cerah
10709,2012-03-27,2,1,3,7.0,0,2,1,1,0.22,0.2273,0.37,0.194,9,277,286,Mar,Cerah
10710,2012-03-27,2,1,3,8.0,0,2,1,1,0.22,0.2121,0.37,0.2985,14,567,581,Mar,Cerah
10711,2012-03-27,2,1,3,9.0,0,2,1,1,0.24,0.2273,0.38,0.194,8,259,267,Mar,Cerah
10712,2012-03-27,2,1,3,10.0,0,2,1,1,0.26,0.2576,0.35,0.2239,20,118,138,Mar,Cerah
10713,2012-03-27,2,1,3,11.0,0,2,1,1,0.3,0.303,0.31,0.1642,34,141,175,Mar,Cerah
10714,2012-03-27,2,1,3,12.0,0,2,1,1,0.32,0.3182,0.31,0.1642,34,186,220,Mar,Cerah
10715,2012-03-27,2,1,3,13.0,0,2,1,1,0.36,0.3485,0.27,0.0,46,165,211,Mar,Cerah
10716,2012-03-27,2,1,3,14.0,0,2,1,1,0.4,0.4091,0.24,0.1343,37,147,184,Mar,Cerah
10717,2012-03-27,2,1,3,15.0,0,2,1,1,0.42,0.4242,0.2,0.0,42,158,200,Mar,Cerah
10718,2012-03-27,2,1,3,16.0,0,2,1,1,0.42,0.4242,0.2,0.0,38,267,305,Mar,Cerah
10719,2012-03-27,2,1,3,17.0,0,2,1,1,0.44,0.4394,0.16,0.0,72,542,614,Mar,Cerah
10720,2012-03-27,2,1,3,18.0,0,2,1,1,0.42,0.4242,0.17,0.0896,67,577,644,Mar,Cerah
10721,2012-03-27,2,1,3,19.0,0,2,1,1,0.42,0.4242,0.17,0.0,40,377,417,Mar,Cerah
10722,2012-03-27,2,1,3,20.0,0,2,1,1,0.42,0.4242,0.17,0.0896,28,266,294,Mar,Cerah
10723,2012-03-27,2,1,3,21.0,0,2,1,1,0.36,0.3485,0.37,0.1642,21,200,221,Mar,Cerah
10724,2012-03-27,2,1,3,22.0,0,2,1,1,0.36,0.3485,0.37,0.1343,7,127,134,Mar,Cerah
10725,2012-03-27,2,1,3,23.0,0,2,1,1,0.36,0.3485,0.37,0.194,5,59,64,Mar,Cerah
10726,2012-03-28,2,1,3,0.0,0,3,1,1,0.36,0.3333,0.4,0.2836,1,29,30,Mar,Cerah
10727,2012-03-28,2,1,3,1.0,0,3,1,1,0.36,0.3333,0.46,0.2985,0,8,8,Mar,Cerah
10728,2012-03-28,2,1,3,2.0,0,3,1,1,0.34,0.303,0.49,0.2985,0,3,3,Mar,Cerah
10729,2012-03-28,2,1,3,3.0,0,3,1,1,0.34,0.303,0.42,0.3284,1,4,5,Mar,Cerah
10730,2012-03-28,2,1,3,4.0,0,3,1,1,0.36,0.3333,0.43,0.2985,1,0,1,Mar,Cerah
10731,2012-03-28,2,1,3,5.0,0,3,1,1,0.36,0.3333,0.43,0.2985,2,38,40,Mar,Cerah
10732,2012-03-28,2,1,3,6.0,0,3,1,1,0.36,0.3333,0.46,0.3582,4,111,115,Mar,Cerah
10733,2012-03-28,2,1,3,7.0,0,3,1,1,0.36,0.3333,0.46,0.3284,10,348,358,Mar,Cerah
10734,2012-03-28,2,1,3,8.0,0,3,1,1,0.38,0.3939,0.46,0.3582,19,639,658,Mar,Cerah
10735,2012-03-28,2,1,3,9.0,0,3,1,1,0.4,0.4091,0.43,0.4478,16,298,314,Mar,Cerah
10736,2012-03-28,2,1,3,10.0,0,3,1,1,0.46,0.4545,0.41,0.4179,33,140,173,Mar,Cerah
10737,2012-03-28,2,1,3,11.0,0,3,1,1,0.5,0.4848,0.42,0.3881,54,168,222,Mar,Cerah
10738,2012-03-28,2,1,3,12.0,0,3,1,2,0.54,0.5152,0.39,0.3582,50,218,268,Mar,Cerah Berawan
10739,2012-03-28,2,1,3,13.0,0,3,1,1,0.56,0.5303,0.43,0.3284,60,213,273,Mar,Cerah
10740,2012-03-28,2,1,3,14.0,0,3,1,1,0.62,0.6212,0.38,0.3582,52,169,221,Mar,Cerah
10741,2012-03-28,2,1,3,15.0,0,3,1,2,0.62,0.6212,0.41,0.2985,47,152,199,Mar,Cerah Berawan
10742,2012-03-28,2,1,3,16.0,0,3,1,3,0.62,0.6212,0.43,0.0896,51,170,221,Mar,Mendung
10743,2012-03-28,2,1,3,17.0,0,3,1,1,0.6,0.6061,0.6,0.2239,72,532,604,Mar,Cerah
10744,2012-03-28,2,1,3,18.0,0,3,1,1,0.6,0.6061,0.6,0.2239,61,580,641,Mar,Cerah
10745,2012-03-28,2,1,3,19.0,0,3,1,1,0.6,0.6212,0.56,0.194,41,415,456,Mar,Cerah
10746,2012-03-28,2,1,3,20.0,0,3,1,1,0.6,0.6212,0.56,0.2985,38,324,362,Mar,Cerah
10747,2012-03-28,2,1,3,21.0,0,3,1,1,0.58,0.5455,0.6,0.2537,28,233,261,Mar,Cerah
10748,2012-03-28,2,1,3,22.0,0,3,1,1,0.56,0.5303,0.64,0.1343,21,151,172,Mar,Cerah
10749,2012-03-28,2,1,3,23.0,0,3,1,1,0.54,0.5152,0.68,0.1343,12,81,93,Mar,Cerah
10750,2012-03-29,2,1,3,0.0,0,4,1,1,0.54,0.5152,0.68,0.194,10,38,48,Mar,Cerah
10751,2012-03-29,2,1,3,1.0,0,4,1,1,0.56,0.5303,0.6,0.1343,15,18,33,Mar,Cerah
10752,2012-03-29,2,1,3,2.0,0,4,1,1,0.6,0.6061,0.28,0.2985,0,6,6,Mar,Cerah
10753,2012-03-29,2,1,3,3.0,0,4,1,1,0.58,0.5455,0.28,0.2537,1,4,5,Mar,Cerah
10754,2012-03-29,2,1,3,4.0,0,4,1,1,0.52,0.5,0.36,0.2537,1,8,9,Mar,Cerah
10755,2012-03-29,2,1,3,5.0,0,4,1,1,0.5,0.4848,0.45,0.2239,2,30,32,Mar,Cerah
10756,2012-03-29,2,1,3,6.0,0,4,1,1,0.46,0.4545,0.59,0.2537,3,114,117,Mar,Cerah
10757,2012-03-29,2,1,3,7.0,0,4,1,1,0.46,0.4545,0.51,0.3582,14,353,367,Mar,Cerah
10758,2012-03-29,2,1,3,8.0,0,4,1,1,0.46,0.4545,0.47,0.4179,26,628,654,Mar,Cerah
10759,2012-03-29,2,1,3,9.0,0,4,1,1,0.48,0.4697,0.48,0.4179,22,299,321,Mar,Cerah
10760,2012-03-29,2,1,3,10.0,0,4,1,1,0.46,0.4545,0.47,0.4478,42,124,166,Mar,Cerah
10761,2012-03-29,2,1,3,11.0,0,4,1,1,0.5,0.4848,0.45,0.4179,54,166,220,Mar,Cerah
10762,2012-03-29,2,1,3,12.0,0,4,1,1,0.5,0.4848,0.42,0.4925,64,228,292,Mar,Cerah
10763,2012-03-29,2,1,3,13.0,0,4,1,1,0.46,0.4545,0.44,0.3284,50,223,273,Mar,Cerah
10764,2012-03-29,2,1,3,14.0,0,4,1,1,0.5,0.4848,0.42,0.3582,63,175,238,Mar,Cerah
10765,2012-03-29,2,1,3,15.0,0,4,1,1,0.52,0.5,0.39,0.3582,109,198,307,Mar,Cerah
10766,2012-03-29,2,1,3,16.0,0,4,1,1,0.52,0.5,0.36,0.3284,67,321,388,Mar,Cerah
10767,2012-03-29,2,1,3,17.0,0,4,1,1,0.52,0.5,0.38,0.3881,83,620,703,Mar,Cerah
10768,2012-03-29,2,1,3,18.0,0,4,1,1,0.5,0.4848,0.39,0.2985,83,598,681,Mar,Cerah
10769,2012-03-29,2,1,3,19.0,0,4,1,1,0.48,0.4697,0.39,0.2836,47,421,468,Mar,Cerah
10770,2012-03-29,2,1,3,20.0,0,4,1,1,0.46,0.4545,0.38,0.2985,34,301,335,Mar,Cerah
10771,2012-03-29,2,1,3,21.0,0,4,1,1,0.44,0.4394,0.44,0.2836,10,214,224,Mar,Cerah
10772,2012-03-29,2,1,3,22.0,0,4,1,1,0.42,0.4242,0.44,0.2836,17,135,152,Mar,Cerah
10773,2012-03-29,2,1,3,23.0,0,4,1,1,0.42,0.4242,0.47,0.2985,17,77,94,Mar,Cerah
10774,2012-03-30,2,1,3,0.0,0,5,1,1,0.4,0.4091,0.47,0.2985,10,49,59,Mar,Cerah
10775,2012-03-30,2,1,3,1.0,0,5,1,1,0.38,0.3939,0.5,0.2836,6,21,27,Mar,Cerah
10776,2012-03-30,2,1,3,2.0,0,5,1,1,0.36,0.3333,0.53,0.2985,1,6,7,Mar,Cerah
10777,2012-03-30,2,1,3,3.0,0,5,1,1,0.34,0.3333,0.61,0.1343,0,7,7,Mar,Cerah
10778,2012-03-30,2,1,3,4.0,0,5,1,1,0.34,0.3485,0.53,0.0896,1,1,2,Mar,Cerah
10779,2012-03-30,2,1,3,5.0,0,5,1,1,0.32,0.3333,0.61,0.0896,0,26,26,Mar,Cerah
10780,2012-03-30,2,1,3,6.0,0,5,1,1,0.32,0.3333,0.57,0.1343,5,81,86,Mar,Cerah
10781,2012-03-30,2,1,3,7.0,0,5,1,1,0.32,0.3182,0.57,0.1642,9,280,289,Mar,Cerah
10782,2012-03-30,2,1,3,8.0,0,5,1,1,0.32,0.3182,0.66,0.1642,38,555,593,Mar,Cerah
10783,2012-03-30,2,1,3,9.0,0,5,1,1,0.34,0.3333,0.57,0.1642,29,292,321,Mar,Cerah
10784,2012-03-30,2,1,3,10.0,0,5,1,2,0.36,0.3636,0.57,0.1045,50,137,187,Mar,Cerah Berawan
10785,2012-03-30,2,1,3,11.0,0,5,1,2,0.36,0.3788,0.53,0.0,48,153,201,Mar,Cerah Berawan
10786,2012-03-30,2,1,3,12.0,0,5,1,2,0.38,0.3939,0.54,0.0,62,208,270,Mar,Cerah Berawan
10787,2012-03-30,2,1,3,13.0,0,5,1,3,0.4,0.4091,0.5,0.0,44,198,242,Mar,Mendung
